date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm)
1981-02-08,7.79,-8.25,0.40399999999999997,191.94,200.0,0.6170312421826384
1981-02-09,7.38,-4.42,0.40521898148148144,102.72,358.36,0.589968468402698
1981-02-10,0.0,-9.47,0.4080003472222223,308.56,159.49,0.58455591364671
1981-02-11,9.51,-0.05500000000000016,0.40966990740740744,201.19,374.55,0.589968468402698
1981-02-12,8.53,-6.33,0.41200046296296294,213.06,224.72,0.6170312421826384
1981-02-13,0.0,-15.61,0.41464768518518513,305.82,90.49,0.6765693444985069
1981-02-14,0.1,-13.270000000000001,0.4159996527777778,291.93,120.0,0.7848204396182681
1981-02-15,0.0,-12.594999999999999,0.419205324074074,333.07,120.0,0.876833870470065
1981-02-16,0.0,-3.4050000000000002,0.41999976851851856,343.93,237.07,0.97425985607785
1981-02-17,0.0,3.66,0.42400011574074076,202.79,598.93,1.060860732173659
1981-02-18,0.0,4.375,0.42400011574074076,182.8,641.62,1.1907620463173723
1981-02-19,0.46,4.895,0.428,249.39,600.48,1.2990131414371333
1981-02-20,3.02,4.91,0.42846388888888887,133.55,719.81,1.5155153316766559
1981-02-21,2.63,5.0600000000000005,0.43200000000000005,102.24,766.09,1.6778919743562972
1981-02-22,1.38,5.42,0.4336695601851852,189.77,708.0,1.8402686170359388
1981-02-23,0.0,4.194999999999999,0.43600011574074077,332.38,495.91,2.0567708072754614
1981-02-24,0.0,3.1900000000000004,0.4399488425925926,333.84,457.86,2.2732729975149835
1981-02-25,0.0,2.66,0.4400003472222222,213.39,569.22,2.5006002972664816
1981-02-26,6.87,0.32000000000000006,0.4440001157407408,111.72,523.75,2.717102487506004
1981-02-27,5.48,-0.24499999999999988,0.4440081018518519,118.84,507.25,2.8903042396976217
1981-02-28,0.01,-3.3,0.4480001157407407,323.37,303.19,2.9660800062814543
1981-03-01,3.51,-1.4299999999999997,0.4501516203703704,143.16,440.08,3.009380444329359
1981-03-02,0.0,-3.445,0.452,255.67,355.66,3.009380444329359
1981-03-03,0.0,-7.390000000000001,0.45599953703703705,378.95,203.5,2.9336046777455267
1981-03-04,0.0,-7.444999999999999,0.45599953703703705,313.7,243.36,2.8578289111616932
1981-03-05,1.44,-5.75,0.46,340.28,261.12,2.7712280350658847
1981-03-06,0.62,-1.655,0.4604638888888889,248.71,427.58,2.6738020494580996
1981-03-07,0.04,0.07999999999999996,0.463999537037037,148.56,539.97,2.543900735314386
1981-03-08,0.0,-1.4,0.46799976851851854,193.36,464.45,2.424824530682649
1981-03-09,0.0,-1.185,0.46799976851851854,134.3,502.94,2.316573435562888
1981-03-10,0.0,-2.17,0.4719996527777777,180.84,449.78,2.1866721214191744
1981-03-11,0.0,-5.335,0.4719996527777777,403.87,270.38,2.0784210262994134
1981-03-12,0.0,-5.385,0.4760001157407408,433.4,241.25,1.9701699311796523
1981-03-13,0.3,-3.5400000000000005,0.4800005787037037,373.95,325.04,1.8727439455718675
1981-03-14,3.01,-3.27,0.4800005787037037,272.78,359.79,1.764492850452106
1981-03-15,0.08,-8.08,0.4840002314814815,445.26,205.82,1.656241755332345
1981-03-16,0.0,-8.48,0.4840002314814815,429.5,210.04,1.5696408792365362
1981-03-17,21.88,-10.605,0.48800034722222224,326.26,179.04,1.5155153316766559
1981-03-18,17.01,-8.205,0.4919994212962963,248.1,253.84,1.4938651126527034
1981-03-19,3.95,-4.68,0.4919994212962963,300.85,312.83,1.4180893460688704
1981-03-20,2.6,-1.185,0.4959997685185185,254.91,455.74,1.3531386889970138
1981-03-21,0.0,-0.7250000000000001,0.4959997685185185,271.57,486.81,1.2881880319251573
1981-03-22,0.0,-3.28,0.4999997685185186,513.51,283.16,1.2448875938772528
1981-03-23,0.0,-3.7,0.503999537037037,547.28,207.83,1.2124122653413245
1981-03-24,0.0,-3.2049999999999996,0.503999537037037,546.22,240.0,1.2015871558293483
1981-03-25,0.0,-3.9949999999999997,0.5079996527777778,549.15,226.38,1.179936936805396
1981-03-26,0.0,-3.085,0.5079996527777778,562.1,200.14,1.16911182729342
1981-03-27,0.0,0.01499999999999968,0.511999537037037,507.42,367.96,1.1474616082694677
1981-03-28,0.38,-2.3,0.5159998842592592,549.42,241.52,1.1258113892455155
1981-03-29,3.18,3.22,0.5159998842592592,392.47,492.31,1.1474616082694677
1981-03-30,20.18,2.9400000000000004,0.520000462962963,218.49,600.72,1.2448875938772528
1981-03-31,19.06,1.6749999999999998,0.520000462962963,166.97,592.7,1.537165550700608
1981-04-01,1.55,-0.34499999999999975,0.5240002314814816,432.19,409.19,1.6887170838682732
1981-04-02,8.17,3.025,0.5279998842592593,224.65,606.66,1.9376946026437238
1981-04-03,0.0,4.045,0.5279998842592593,497.7,524.14,2.1758470119071984
1981-04-04,2.21,7.4,0.5319998842592593,423.41,667.83,2.446474749706601
1981-04-05,3.42,9.290000000000001,0.5319998842592593,260.53,919.53,3.009380444329359
1981-04-06,3.38,3.65,0.5359994212962963,275.8,603.21,3.7563130006557106
1981-04-07,0.0,1.1549999999999998,0.5395353009259259,470.63,444.63,4.319218695278469
1981-04-08,0.38,5.295,0.54,493.81,560.0,4.665622199661704
1981-04-09,3.54,10.215,0.5439997685185185,405.65,811.0,5.033675923068892
1981-04-10,2.58,8.115,0.5439997685185185,387.88,725.84,5.694007603299435
1981-04-11,0.03,5.85,0.5479999999999999,528.15,554.6,6.256913297922193
1981-04-12,0.0,3.245,0.5498481481481481,473.25,511.07,6.581666583281477
1981-04-13,0.0,-0.2100000000000004,0.5520004629629629,547.14,336.99,6.62496702132938
1981-04-14,0.23,2.135,0.5559922453703704,500.98,440.0,6.538366145233571
1981-04-15,2.52,-4.575,0.5560002314814815,363.08,304.67,6.419289940601834
1981-04-16,0.0,-5.49,0.56,523.13,240.0,6.105361764754527
1981-04-17,0.08,1.4399999999999995,0.5600517361111111,516.88,428.28,5.79143358890722
1981-04-18,5.1,4.055,0.5639996527777777,263.53,616.07,5.466680303547936
1981-04-19,0.51,1.59,0.5663305555555556,385.46,499.14,5.250178113308414
1981-04-20,0.0,0.9100000000000001,0.5679997685185185,381.01,475.19,4.979550375509011
1981-04-21,0.0,-2.685,0.5715351851851852,412.31,352.9,4.67644730917368
1981-04-22,0.0,-2.175,0.5719994212962963,537.84,310.09,4.394994461862301
1981-04-23,0.0,3.7049999999999996,0.5760005787037037,544.59,480.16,4.135191833574875
1981-04-24,7.6,4.16,0.5760005787037037,324.55,590.98,3.9295147528473287
1981-04-25,6.34,3.3499999999999996,0.5800003472222222,339.99,552.95,3.8645640957754717
1981-04-26,0.0,5.705,0.5807946759259259,448.19,657.74,3.745487891143735
1981-04-27,0.0,6.234999999999999,0.5840005787037037,480.1,667.36,3.648061905535949
1981-04-28,0.0,4.895,0.5853530092592593,594.43,488.85,3.561461029440141
1981-04-29,14.74,4.46,0.5880002314814815,403.37,538.74,3.474860153344332
1981-04-30,11.2,5.515,0.5903311342592593,333.05,648.08,3.713012562607806
1981-05-01,0.0,5.5649999999999995,0.5920008101851852,601.88,492.67,3.84291387675152
1981-05-02,0.26,8.205,0.5943310185185184,507.63,716.99,3.8753892052874477
1981-05-03,0.0,8.045,0.5959997685185184,577.88,620.36,3.8645640957754717
1981-05-04,0.0,8.565000000000001,0.5987809027777777,617.51,537.64,3.8320887672395436
1981-05-05,0.0,13.61,0.5999998842592592,576.91,833.91,3.7563130006557106
1981-05-06,0.29,13.455,0.6027810185185185,565.42,828.79,3.658887015047926
1981-05-07,3.2,5.465000000000001,0.6039996527777778,435.02,557.65,3.5398108104161885
1981-05-08,0.0,7.6049999999999995,0.6063304398148148,620.64,474.23,3.409909496272475
1981-05-09,0.0,11.515,0.6079995370370371,586.15,689.63,3.3016584011527144
1981-05-10,0.0,11.065000000000001,0.6098476851851852,539.32,763.42,3.1501068679850484
1981-05-11,6.66,11.285,0.6120002314814815,392.53,920.52,2.9552548967694783
1981-05-12,15.09,12.775,0.6133524305555556,312.92,1051.13,2.8037033636018127
1981-05-13,23.38,12.219999999999999,0.6159914351851852,271.34,1080.61,2.72792759701798
1981-05-14,8.09,8.535,0.6162851851851852,257.53,861.24,3.2691830726167854
1981-05-15,1.87,10.03,0.6195356481481481,516.87,700.58,3.474860153344332
1981-05-16,12.01,15.165,0.6199998842592592,309.79,1239.28,3.464035043832355
1981-05-17,13.05,5.595,0.6227818287037037,315.06,635.38,3.5398108104161885
1981-05-18,2.05,1.2750000000000001,0.6240006944444445,363.56,477.65,4.124366724062899
1981-05-19,0.0,3.51,0.6253526620370371,414.86,557.25,4.23261781918266
1981-05-20,0.0,7.37,0.6278895833333333,464.51,684.68,4.243442928694636
1981-05-21,0.0,8.375,0.6280518518518519,595.42,547.96,4.178492271622779
1981-05-22,0.88,11.19,0.6303303240740741,459.99,875.94,4.03776584796709
1981-05-23,0.0,8.9,0.6319916666666667,523.16,677.06,3.8645640957754717
1981-05-24,0.0,12.09,0.6322856481481481,570.7,715.17,3.6805372340718776
1981-05-25,4.93,14.68,0.6347809027777778,431.47,832.45,3.464035043832355
1981-05-26,6.18,17.58,0.6360001157407408,274.79,1434.59,3.2691830726167854
1981-05-27,5.52,17.35,0.6362856481481481,272.93,1410.26,3.2042324155449293
1981-05-28,6.91,17.17,0.6387810185185185,192.78,1568.44,3.095981320425168
1981-05-29,9.01,17.345,0.6399917824074074,203.27,1566.54,2.998555334817383
1981-05-30,6.91,17.585,0.6400512731481481,214.19,1563.83,3.1717570870090004
1981-05-31,6.57,13.445,0.6418483796296296,275.52,1106.64,3.3666090582245705
1981-06-01,0.0,8.835,0.6435354166666667,508.29,620.09,3.4423848248084035
1981-06-02,0.0,11.040000000000001,0.6439998842592592,520.97,683.63,3.409909496272475
1981-06-03,0.63,15.905000000000001,0.6442856481481481,439.02,1115.22,3.31248351066469
1981-06-04,4.17,17.86,0.6458482638888889,284.42,1421.69,3.2042324155449293
1981-06-05,0.0,18.015,0.6471538194444444,477.17,1218.66,3.074331101401216
1981-06-06,8.58,18.86,0.6479927083333333,300.82,1453.22,3.0310306633533117
1981-06-07,2.21,13.32,0.6480521990740741,350.81,1066.19,2.6954522684820517
1981-06-08,0.08,11.4,0.6487947916666666,486.39,798.66,2.446474749706601
1981-06-09,7.2,12.75,0.6498487268518519,217.61,1163.41,2.359873873610792
1981-06-10,5.47,11.594999999999999,0.6507814814814814,241.72,1040.18,2.2083223404431265
1981-06-11,0.17,11.625,0.6515357638888889,493.03,793.84,2.121721464347318
1981-06-12,0.0,12.834999999999999,0.6519921296296297,484.62,877.6,1.9701699311796523
1981-06-13,0.0,14.629999999999999,0.6520001157407407,490.82,941.25,1.8402686170359388
1981-06-14,0.0,16.645,0.6520517361111111,461.02,1171.4,1.7211924124042017
1981-06-15,2.97,17.2,0.6522856481481482,229.15,1568.58,1.6021162077724647
1981-06-16,15.91,17.345,0.6527943287037037,176.63,1617.43,1.5804659887485122
1981-06-17,8.15,18.759999999999998,0.653352662037037,231.4,1646.72,1.6454166458203692
1981-06-18,0.0,15.875,0.653848611111111,487.63,1041.94,1.547990660212584
1981-06-19,0.26,18.765,0.653848611111111,435.31,1367.86,1.461389784116775
1981-06-20,2.35,19.240000000000002,0.653848611111111,309.89,1656.02,1.3856140175329423
1981-06-21,4.82,16.475,0.6543310185185185,333.07,1250.37,1.3314884699730618
1981-06-22,18.0,14.555,0.6543310185185185,222.62,1294.49,1.2990131414371333
1981-06-23,9.64,14.35,0.653848611111111,230.8,1313.12,1.3206633604610856
1981-06-24,2.0,12.385,0.653848611111111,443.84,864.2,1.2448875938772528
1981-06-25,11.95,13.275,0.653352662037037,255.88,1156.85,1.2124122653413245
1981-06-26,11.39,13.245000000000001,0.653352662037037,205.02,1236.7,1.4180893460688704
1981-06-27,0.0,14.045000000000002,0.6527943287037037,456.37,1033.66,1.4722148936287511
1981-06-28,0.0,15.82,0.6522856481481482,515.19,964.24,1.4722148936287511
1981-06-29,0.0,17.86,0.6520517361111111,508.4,1113.18,1.461389784116775
1981-06-30,0.0,19.935000000000002,0.6519921296296297,439.87,1475.5,1.461389784116775
1981-07-01,0.0,19.745,0.6518894675925926,393.9,1587.7,1.36396379850899
1981-07-02,0.0,19.855,0.6511538194444445,465.59,1405.65,1.3098382509491096
1981-07-03,0.0,22.275,0.6503311342592593,440.79,1706.49,1.2448875938772528
1981-07-04,0.0,23.520000000000003,0.6493528935185184,354.75,2091.96,1.179936936805396
1981-07-05,1.7,22.08,0.6482863425925927,343.08,1921.28,1.1149862797335395
1981-07-06,17.97,22.895,0.6480008101851852,272.51,2010.9,1.060860732173659
1981-07-07,12.44,20.19,0.647890162037037,297.23,1627.87,1.1366364987574917
1981-07-08,4.41,20.4,0.64678125,368.43,1453.1,1.071685841685635
1981-07-09,0.59,18.38,0.645352199074074,438.33,1329.65,1.0283854036377307
1981-07-10,0.9,19.925,0.6440515046296297,411.21,1514.56,0.97425985607785
1981-07-11,1.61,18.585,0.6438894675925926,385.29,1418.23,0.9255468632739575
1981-07-12,0.0,17.57,0.6427809027777778,424.77,1333.36,0.8605962062021009
1981-07-13,10.63,17.63,0.6407940972222222,331.85,1301.88,0.8389459871781486
1981-07-14,9.17,17.695,0.6399997685185186,255.65,1501.79,0.8118832133982083
1981-07-15,3.61,15.075,0.6395354166666667,268.87,1285.29,0.8660087609580888
1981-07-16,0.0,15.385000000000002,0.6378482638888888,444.81,1126.21,0.8172957681541964
1981-07-17,0.0,17.29,0.6360001157407408,499.04,1084.55,0.768582775350304
1981-07-18,0.29,19.155,0.6355359953703703,461.29,1305.7,0.7306948920583874
1981-07-19,0.0,19.93,0.6338483796296296,425.81,1494.73,0.6982195635224592
1981-07-20,1.74,19.810000000000002,0.6319996527777777,353.08,1590.77,0.6765693444985069
1981-07-21,4.97,19.09,0.6315355324074073,183.71,1778.4,0.6495065707185667
1981-07-22,0.16,16.865000000000002,0.6287943287037038,331.62,1413.39,0.6062061326706623
1981-07-23,0.0,13.895,0.628,451.48,972.35,0.5629056946227577
1981-07-24,0.0,15.5,0.6267813657407407,486.26,982.25,0.5358429208428175
1981-07-25,0.0,17.6,0.624052199074074,481.3,1130.18,0.5033675923068892
1981-07-26,2.76,19.115000000000002,0.6238902777777778,406.49,1385.74,0.487129928038925
1981-07-27,11.76,17.81,0.6207944444444444,269.71,1438.76,0.5033675923068892
1981-07-28,0.0,13.049999999999999,0.6199998842592592,459.01,894.74,0.487129928038925
1981-07-29,0.0,14.965,0.6183303240740741,356.78,1216.61,0.47089226377096083
1981-07-30,1.48,17.035,0.615999537037037,352.21,1317.54,0.44924204474700863
1981-07-31,0.01,18.76,0.6151532407407407,460.82,1266.61,0.4275918257230564
1981-08-01,0.0,20.715,0.6120002314814815,433.53,1494.9,0.4113541614550923
1981-08-02,0.32,22.355,0.6115356481481482,381.97,1781.69,0.39511649718712805
1981-08-03,5.74,21.695,0.6080510416666667,303.66,1716.55,0.37887883291916397
1981-08-04,10.95,21.535,0.6078891203703704,285.7,1762.65,0.39511649718712805
1981-08-05,29.15,19.54,0.6042853009259259,292.47,1482.62,0.3680537234071878
1981-08-06,55.48,15.465,0.6039916666666666,162.4,1431.56,0.7469325563263517
1981-08-07,29.44,13.775,0.6002854166666667,143.12,1336.8,2.1758470119071984
1981-08-08,7.89,15.38,0.5999998842592592,196.52,1380.07,2.3706989831227685
1981-08-09,3.9,16.47,0.5962851851851851,174.61,1528.68,2.6738020494580996
1981-08-10,4.05,18.9,0.5959997685185184,201.64,1728.97,2.9336046777455267
1981-08-11,8.6,19.549999999999997,0.5920523148148148,299.73,1501.31,3.0635059918892393
1981-08-12,12.7,20.86,0.591992824074074,255.13,1780.66,3.2475328535928334
1981-08-13,0.0,18.16,0.5880002314814815,359.12,1461.38,3.2475328535928334
1981-08-14,0.0,13.145,0.5879922453703703,457.31,886.47,3.1392817584730723
1981-08-15,13.59,13.195,0.5840005787037037,394.32,871.32,2.9877302253054068
1981-08-16,18.19,16.475,0.5835359953703704,210.06,1445.71,2.9877302253054068
1981-08-17,39.31,14.864999999999998,0.5800003472222222,169.99,1389.82,3.280008182128762
1981-08-18,19.39,12.969999999999999,0.5787818287037036,316.97,1000.98,4.87129928038925
1981-08-19,0.0,14.834999999999999,0.5760005787037037,449.65,1001.23,5.055326142092844
1981-08-20,0.0,15.655000000000001,0.5738478009259259,467.6,960.98,5.196052565748533
1981-08-21,0.0,17.43,0.5719994212962963,459.94,1093.33,5.022850813556915
1981-08-22,0.0,18.580000000000002,0.5680513888888888,445.92,1219.2,4.773873294781465
1981-08-23,9.48,19.884999999999998,0.5679997685185185,277.94,1568.48,4.535720885517991
